ID, route, distanceKm, originAirport, originCity, latitude, longitude, destinationAirport, destinationCity, latitude, longitude, dayOfWeek, departureTime, arrivalTime, flightSize
CA2986, YOO-YVM, 2770, YOO, Oshawa, 43.922798, -78.894997, YVM, Broughton Island, 67.5457992554, -64.03140258789999, 3, 18:24, 23:19, 145, 
CA1609, YVT-YPW, 1265, YVT, Buffalo Narrows, 55.8418998718, -108.417999268, YPW, Powell River, 49.83420181274414, -124.5, 6, 13:22, 15:21, 145, 
CA2961, YDT-YSR, 3250, YDT, Boundary Bay, 49.0742, -123.012001, YSR, Nanisivik, 72.982201, -84.613602, 6, 22:59, 04:25, 81, 
CA62, YCH-YHZ, 280, YCH, Chatham, 47.007801, -65.449203, YHZ, Halifax, 44.8807983398, -63.5085983276, 2, 10:57, 11:42, 110, 
CA1862, YYC-YLE, 1350, YYC, Calgary, 51.113899231, -114.019996643, YLE, Whatì, 63.13169860839844, -117.24600219726562, 1, 17:33, 20:02, 145, 
CA2604, YOH-YXY, 2401, YOH, Oxford House, 54.93330001831055, -95.27890014648438, YXY, Whitehorse, 60.7095985413, -135.067001343, 7, 06:24, 10:05, 81, 
CA402, YHU-YRI, 384, YHU, Montreal, 45.5175018311, -73.4169006348, YRI, Riviere Du Loup, 47.764400482177734, -69.58470153808594, 5, 22:50, 23:35, 81, 
CA3057, KEW-YXK, 1775, KEW, Keewaywin, 52.991100311299995, -92.8364028931, YXK, Rimouski, 48.47809982299805, -68.49690246582031, 1, 21:19, 00:25, 110, 
CA1914, YYJ-YYZ, 3371, YYJ, Victoria, 48.646900177, -123.426002502, YYZ, Toronto, 43.6772003174, -79.63059997559999, 5, 19:30, 00:45, 81, 
CA1305, YUL-YKF, 572, YUL, Montreal, 45.4706001282, -73.7407989502, YKF, Waterloo, 43.460800170899994, -80.3786010742, 6, 21:11, 22:07, 232, 
CA1967, YYZ-YEG, 2689, YYZ, Toronto, 43.6772003174, -79.63059997559999, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:19, 12:50, 110, 
CA3312, YPS-YYC, 3851, YPS, Port Hawkesbury, 45.6567001343, -61.3680992126, YYC, Calgary, 51.113899231, -114.019996643, 5, 11:48, 17:48, 110, 
CA1564, YVR-YYZ, 3346, YVR, Vancouver, 49.193901062, -123.183998108, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 06:09, 11:20, 232, 
CA2110, YZF-YXC, 1431, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, YXC, Cranbrook, 49.610801696777, -115.78199768066, 6, 10:58, 13:34, 232, 
CA2649, YRL-ILF, 568, YRL, Red Lake, 51.066898345947266, -93.79309844970703, ILF, Ilford, 56.0614013672, -95.613899231, 6, 13:44, 14:40, 110, 
CA1580, YVR-YGT, 3138, YVR, Vancouver, 49.193901062, -123.183998108, YGT, Igloolik, 69.3647003174, -81.8161010742, 4, 16:00, 21:31, 145, 
CA2102, YZE-XTL, 1782, YZE, Gore Bay, 45.88529968261719, -82.56780242919922, XTL, Tadoule Lake, 58.7061, -98.512199, 4, 20:10, 23:17, 81, 
CA1936, YYU-YCQ, 2699, YYU, Kapuskasing, 49.41389846801758, -82.46749877929688, YCQ, Chetwynd, 55.687198638916016, -121.62699890136719, 4, 11:48, 16:45, 232, 
CA2436, YGT-ZFA, 2397, YGT, Igloolik, 69.3647003174, -81.8161010742, ZFA, Faro, 62.20750045776367, -133.37600708007812, 6, 23:04, 02:50, 232, 
CA212, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 10:27, 15:07, 145, 
CA2098, YYZ-YSL, 997, YYZ, Toronto, 43.6772003174, -79.63059997559999, YSL, St Leonard, 47.157501220703125, -67.83470153808594, 1, 13:10, 14:57, 232, 
CA3378, XPK-AMN, 1818, XPK, Pukatawagan, 55.7491989136, -101.26599884, AMN, Kamloops, 43.322101593, -84.68800354, 3, 18:58, 21:58, 145, 
CA299, YEU-YTZ, 4053, YEU, Eureka, 79.9946975708, -85.814201355, YTZ, Toronto, 43.627499, -79.396202, 6, 17:55, 00:21, 110, 
CA3020, YBI-YOW, 1692, YBI, Black Tickle, 53.4693984985, -55.784999847399995, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 4, 13:26, 16:29, 232, 
CA2233, YPC-YBR, 2515, YPC, Paulatuk, 69.3608381154, -124.075469971, YBR, Brandon, 49.91, -99.951897, 6, 06:50, 10:41, 110, 
CA859, YPN-YBE, 2972, YPN, Port Menier, 49.83639907836914, -64.2885971069336, YBE, Uranium City, 59.5614013671875, -108.48100280761719, 2, 07:06, 12:20, 81, 
CA451, YHZ-YVR, 4430, YHZ, Halifax, 44.8807983398, -63.5085983276, YVR, Vancouver, 49.193901062, -123.183998108, 0, 08:19, 16:19, 145, 
CA3091, YEM-YNA, 1563, YEM, Manitowaning, 45.84280014038086, -81.85810089111328, YNA, Natashquan, 50.189998626708984, -61.78919982910156, 2, 05:23, 08:15, 232, 
CA1548, YVR-YYH, 2758, YVR, Vancouver, 49.193901062, -123.183998108, YYH, Spence Bay, 69.5466995239, -93.5766983032, 5, 12:40, 16:54, 110, 
CA1810, YYC-YQK, 1395, YYC, Calgary, 51.113899231, -114.019996643, YQK, Kenora, 49.788299560546875, -94.36309814453125, 3, 07:46, 09:55, 232, 
CA2461, YGZ-ZLT, 3029, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, ZLT, La Tabatière, 50.8307991027832, -58.97560119628906, 4, 07:26, 12:09, 145, 
CA1819, YYC-YUL, 3006, YYC, Calgary, 51.113899231, -114.019996643, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 11:25, 16:38, 110, 
CA3380, ZGF-YHZ, 4103, ZGF, Grand Forks, 49.01559829711914, -118.43099975585938, YHZ, Halifax, 44.8807983398, -63.5085983276, 3, 19:13, 01:44, 232, 
CA1237, YSY-YZZ, 2580, YSY, Sachs Harbour, 71.9938964844, -125.242996216, YZZ, Trail, 49.0555992126, -117.60900116, 4, 20:35, 00:45, 81, 
CA2088, YYZ-YWB, 2055, YYZ, Toronto, 43.6772003174, -79.63059997559999, YWB, Kangiqsujuaq, 61.5886001587, -71.929397583, 4, 23:45, 02:54, 110, 
CA738, YOW-YVR, 3553, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YVR, Vancouver, 49.193901062, -123.183998108, 0, 07:16, 13:42, 81, 
CA551, YKA-YUL, 3459, YKA, Kamloops, 50.7022018433, -120.444000244, YUL, Montreal, 45.4706001282, -73.7407989502, 4, 21:48, 03:56, 110, 
CA3377, XPK-YPW, 1685, XPK, Pukatawagan, 55.7491989136, -101.26599884, YPW, Powell River, 49.83420181274414, -124.5, 7, 10:21, 13:06, 145, 
CA2071, YYZ-YYD, 3587, YYZ, Toronto, 43.6772003174, -79.63059997559999, YYD, Smithers, 54.82469940185547, -127.18299865722656, 6, 12:04, 18:26, 81, 
CA119, YDL-YPO, 2697, YDL, Dease Lake, 58.4221992493, -130.031997681, YPO, Peawanuck, 54.98809814453125, -85.44329833984375, 4, 14:44, 18:54, 110, 
CA2175, YZW-YYC, 1538, YZW, Teslin, 60.17279815673828, -132.7429962158203, YYC, Calgary, 51.113899231, -114.019996643, 4, 22:37, 01:09, 110, 
CA2769, ZTM-YQB, 1745, ZTM, Shamattawa, 55.8656005859375, -92.0813980102539, YQB, Quebec, 46.7911, -71.393303, 4, 12:16, 15:00, 232, 
CA1699, YXP-QBC, 3600, YXP, Pangnirtung, 66.1449966431, -65.71360015869999, QBC, Bella Coola, 52.387501, -126.596001, 5, 16:01, 21:52, 232, 
CA2213, YWH-YTM, 3603, YWH, Victoria, 48.4249858939, -123.388867378, YTM, Mont-Tremblant, 46.409400939899996, -74.7799987793, 2, 07:42, 14:10, 145, 
CA1693, YXL-YYE, 2182, YXL, Sioux Lookout, 50.11389923095703, -91.9052963256836, YYE, Fort Nelson, 58.8363990784, -122.597000122, 7, 09:00, 12:36, 110, 
CA2799, YVB-YOW, 835, YVB, Bonaventure, 48.07109832763672, -65.46029663085938, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 3, 16:26, 17:41, 81, 
CA918, YQB-YHK, 2788, YQB, Quebec, 46.7911, -71.393303, YHK, Gjoa Haven, 68.635597229, -95.84970092770001, 6, 13:14, 17:31, 145, 
CA513, YHZ-YWB, 1937, YHZ, Halifax, 44.8807983398, -63.5085983276, YWB, Kangiqsujuaq, 61.5886001587, -71.929397583, 7, 20:44, 00:12, 110, 
CA2456, YGZ-YBR, 3042, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, YBR, Brandon, 49.91, -99.951897, 2, 07:04, 12:31, 110, 
CA2468, YGZ-YJF, 2357, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, YJF, Fort Liard, 60.235801696799996, -123.46900177, 2, 17:02, 21:02, 232, 
CA1382, YUL-YYZ, 507, YUL, Montreal, 45.4706001282, -73.7407989502, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 05:02, 05:50, 145, 
CA3097, YEM-YAL, 3328, YEM, Manitowaning, 45.84280014038086, -81.85810089111328, YAL, Alert Bay, 50.58219909667969, -126.91600036621094, 5, 09:06, 14:39, 145, 
CA327, YFO-YSU, 2787, YFO, Flin Flon, 54.6781005859375, -101.68199920654297, YSU, Summerside, 46.44060134887695, -63.83359909057617, 2, 17:50, 22:50, 232, 
CA2783, ZWL-YST, 701, ZWL, Wollaston Lake, 58.10689926147461, -103.1719970703125, YST, St. Theresa Point, 53.84560012817383, -94.85189819335938, 6, 17:45, 18:58, 145, 
CA253, YEG-YKQ, 2348, YEG, Edmonton, 53.309700012200004, -113.580001831, YKQ, Waskaganish, 51.47330093383789, -78.75830078125, 3, 17:05, 21:12, 110, 
CA1923, YYN-YQD, 608, YYN, Swift Current, 50.291900634799994, -107.691001892, YQD, The Pas, 53.97140121459961, -101.09100341796875, 4, 19:36, 20:31, 81, 
CA2523, YKQ-YHE, 2994, YKQ, Waskaganish, 51.47330093383789, -78.75830078125, YHE, Hope, 49.3683013916, -121.498001099, 3, 21:47, 02:22, 145, 
CA2982, YOO-YPE, 3020, YOO, Oshawa, 43.922798, -78.894997, YPE, Peace River, 56.226898, -117.446999, 6, 18:33, 23:54, 81, 
CA1670, YXH-YKQ, 2237, YXH, Medicine Hat, 50.01890182495117, -110.72100067138672, YKQ, Waskaganish, 51.47330093383789, -78.75830078125, 3, 09:24, 13:00, 110, 
CA775, YOW-YYZ, 363, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 10:16, 11:01, 232, 
CA882, YPY-ZSJ, 1270, YPY, Fort Chipewyan, 58.7672004699707, -111.11699676513672, ZSJ, Sandy Lake, 53.06420135498047, -93.34439849853516, 3, 14:51, 17:10, 145, 
CA1929, YYU-YIO, 2597, YYU, Kapuskasing, 49.41389846801758, -82.46749877929688, YIO, Pond Inlet, 72.6832962036, -77.9666976929, 4, 11:49, 16:33, 110, 
CA1661, YXD-ZGI, 1268, YXD, Edmonton, 53.5724983215, -113.521003723, ZGI, Gods River, 54.839698791503906, -94.07859802246094, 3, 15:01, 17:00, 81, 
CA2407, YMN-YMH, 378, YMN, Makkovik, 55.076900482177734, -59.1864013671875, YMH, Mary's Harbour, 52.302799224853516, -55.847198486328125, 4, 14:52, 15:37, 81, 
CA3417, WPC-XSI, 1286, WPC, Pincher Creek, 49.520599365200006, -113.997001648, XSI, South Indian Lake, 56.7928009033, -98.9072036743, 1, 11:07, 13:05, 81, 
CA221, YEG-YVR, 809, YEG, Edmonton, 53.309700012200004, -113.580001831, YVR, Vancouver, 49.193901062, -123.183998108, 0, 05:18, 06:33, 145, 
CA3147, YLK-YRM, 2721, YLK, Barrie-Orillia, 44.4852981567, -79.55560302730001, YRM, Rocky Mountain House, 52.4296989441, -114.903999329, 4, 11:53, 16:54, 81, 
CA3023, YBI-YYE, 4005, YBI, Black Tickle, 53.4693984985, -55.784999847399995, YYE, Fort Nelson, 58.8363990784, -122.597000122, 3, 05:35, 12:27, 110, 
CA1570, YVR-YZX, 4327, YVR, Vancouver, 49.193901062, -123.183998108, YZX, Greenwood, 44.98440170288086, -64.91690063476562, 1, 06:09, 13:02, 232, 
CA745, YOW-YVR, 3553, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YVR, Vancouver, 49.193901062, -123.183998108, 0, 06:36, 12:42, 110, 
CA1978, YYZ-YHZ, 1288, YYZ, Toronto, 43.6772003174, -79.63059997559999, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 09:58, 11:57, 232, 
CA2241, YWM-YYF, 4331, YWM, Williams Harbour, 52.566898345947266, -55.784698486328125, YYF, Penticton, 49.46310043334961, -119.60199737548828, 4, 06:19, 14:07, 145, 
CA1925, YYR-YYC, 3574, YYR, Goose Bay, 53.3191986084, -60.4258003235, YYC, Calgary, 51.113899231, -114.019996643, 4, 23:28, 05:58, 232, 
CA2991, YOO-XKS, 1282, YOO, Oshawa, 43.922798, -78.894997, XKS, Kasabonika, 53.52470016479492, -88.6427993774414, 3, 19:25, 21:46, 81, 
CA441, YHZ-YQB, 646, YHZ, Halifax, 44.8807983398, -63.5085983276, YQB, Quebec, 46.7911, -71.393303, 0, 06:21, 07:30, 145, 
CA225, YEG-YVR, 809, YEG, Edmonton, 53.309700012200004, -113.580001831, YVR, Vancouver, 49.193901062, -123.183998108, 0, 10:06, 11:34, 232, 
CA1963, YYZ-YEG, 2689, YYZ, Toronto, 43.6772003174, -79.63059997559999, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 06:32, 11:12, 145, 
CA755, YOW-YYB, 313, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYB, North Bay, 46.363602, -79.422798, 7, 18:36, 19:21, 110, 
CA2111, YZF-YPX, 1977, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, YPX, Puvirnituq, 60.05059814453125, -77.28690338134766, 2, 09:56, 13:08, 145, 
CA58, YCG-YLL, 688, YCG, Castlegar, 49.2963981628, -117.632003784, YLL, Lloydminster, 53.309200286865234, -110.072998046875, 2, 19:05, 20:18, 232, 
CA164, YEG-YHZ, 3683, YEG, Edmonton, 53.309700012200004, -113.580001831, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 06:07, 11:51, 232, 
CA261, YEG-YPM, 1331, YEG, Edmonton, 53.309700012200004, -113.580001831, YPM, Pikangikum, 51.819698333740234, -93.97329711914062, 2, 20:54, 23:14, 145, 
CA2491, YHR-YQT, 2146, YHR, Chevery, 50.46889877319336, -59.63669967651367, YQT, Thunder Bay, 48.37189865112305, -89.32389831542969, 3, 11:15, 14:56, 232, 
CA1219, YSM-XRR, 1119, YSM, Fort Smith, 60.020301818847656, -111.96199798583984, XRR, Ross River, 61.9706001282, -132.42300415, 3, 20:55, 22:36, 81, 
CA1946, YYY-YJN, 532, YYY, Mont Joli, 48.60860061645508, -68.20809936523438, YJN, St. Jean, 45.29439926147461, -73.28109741210938, 2, 11:35, 12:24, 110, 
CA3321, YRO-YKQ, 706, YRO, Ottawa, 45.4603004456, -75.64610290530001, YKQ, Waskaganish, 51.47330093383789, -78.75830078125, 6, 06:53, 08:09, 81, 
CA2236, YPC-ZUC, 2807, YPC, Paulatuk, 69.3608381154, -124.075469971, ZUC, Ignace, 49.4296989440918, -91.7177963256836, 4, 18:23, 23:15, 110, 
CA1707, YXR-YVM, 2383, YXR, Earlton, 47.697400654599996, -79.8473453522, YVM, Broughton Island, 67.5457992554, -64.03140258789999, 2, 12:34, 16:32, 232, 
CA1140, YQW-YXZ, 1738, YQW, North Battleford, 52.76919937133789, -108.24400329589844, YXZ, Wawa, 47.96670150756836, -84.78669738769531, 6, 18:16, 21:04, 110, 
CA3165, YBW-YOC, 2291, YBW, Bedwell Harbour, 48.75, -123.233001709, YOC, Old Crow, 67.57060241699219, -139.83900451660156, 3, 16:55, 20:55, 110, 
CA2581, YNE-YZE, 1410, YNE, Norway House, 53.95830154418945, -97.84420013427734, YZE, Gore Bay, 45.88529968261719, -82.56780242919922, 7, 19:14, 21:22, 145, 
CA1755, YYC-YBL, 805, YYC, Calgary, 51.113899231, -114.019996643, YBL, Campbell River, 49.950801849365234, -125.27100372314453, 4, 11:01, 12:26, 232, 
CA159, YEG-YHZ, 3683, YEG, Edmonton, 53.309700012200004, -113.580001831, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 07:13, 12:49, 110, 
CA971, YQB-YUL, 233, YQB, Quebec, 46.7911, -71.393303, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 05:09, 05:54, 110, 
CA1259, YTZ-YKY, 2380, YTZ, Toronto, 43.627499, -79.396202, YKY, Kindersley, 51.5175018311, -109.180999756, 4, 08:14, 12:08, 81, 
CA220, YEG-YVR, 809, YEG, Edmonton, 53.309700012200004, -113.580001831, YVR, Vancouver, 49.193901062, -123.183998108, 0, 06:54, 08:08, 232, 
CA1221, YSM-XRR, 1119, YSM, Fort Smith, 60.020301818847656, -111.96199798583984, XRR, Ross River, 61.9706001282, -132.42300415, 1, 21:36, 23:38, 232, 
CA2851, YSO-YOP, 3541, YSO, Postville, 54.9105, -59.78507, YOP, Rainbow Lake, 58.49140167236328, -119.40799713134766, 1, 16:11, 22:38, 145, 
CA2843, YSO-YOW, 1549, YSO, Postville, 54.9105, -59.78507, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 3, 20:09, 22:41, 81, 
CA3041, YAB-YPG, 2649, YAB, Arctic Bay, 73.0058922479, -85.0325489044, YPG, Portage-la-prairie, 49.903099, -98.273817, 6, 17:31, 21:46, 145, 
CA2883, XLB-YHU, 2379, XLB, Lac Brochet, 58.6175003052, -101.46900177, YHU, Montreal, 45.5175018311, -73.4169006348, 6, 11:31, 15:54, 145, 
CA2246, YFX-MSA, 2397, YFX, St. Lewis, 52.372798919677734, -55.67390060424805, MSA, Muskrat Dam, 53.44139862060547, -91.76280212402344, 2, 19:10, 22:51, 145, 
CA3246, YEY-YGK, 498, YEY, Amos, 48.563903, -78.249702, YGK, Kingston, 44.22529983520508, -76.5969009399414, 2, 17:29, 18:19, 110, 
CA2125, YZP-YQB, 4245, YZP, Sandspit, 53.25429916379999, -131.813995361, YQB, Quebec, 46.7911, -71.393303, 4, 23:23, 06:07, 232, 
CA141, YEG-YBB, 2096, YEG, Edmonton, 53.309700012200004, -113.580001831, YBB, Pelly Bay, 68.534401, -89.808098, 1, 21:54, 01:44, 110, 
CA1579, YVR-YFA, 2901, YVR, Vancouver, 49.193901062, -123.183998108, YFA, Fort Albany, 52.20140075683594, -81.6968994140625, 7, 21:05, 01:50, 81, 
CA2933, YRS-YRT, 965, YRS, Red Sucker Lake, 54.167198181152344, -93.55719757080078, YRT, Rankin Inlet, 62.8114013672, -92.1157989502, 4, 18:11, 19:51, 145, 
CA2335, YAC-YWH, 2264, YAC, Cat Lake, 51.72719955444336, -91.82440185546875, YWH, Victoria, 48.4249858939, -123.388867378, 5, 07:17, 10:54, 81, 
CA3067, YHF-YKG, 1437, YHF, Hearst, 49.71419906616211, -83.68609619140625, YKG, Kangirsuk, 60.027198791503906, -69.99919891357422, 4, 09:39, 11:53, 145, 
CA2444, YGX-YEG, 1250, YGX, Gillam, 56.35749816894531, -94.71060180664062, YEG, Edmonton, 53.309700012200004, -113.580001831, 4, 18:54, 20:52, 145, 
CA2532, YPJ-YYZ, 1866, YPJ, Aupaluk, 59.29669952392578, -69.59970092773438, YYZ, Toronto, 43.6772003174, -79.63059997559999, 2, 16:33, 19:52, 110, 
CA1308, YUL-YPA, 2444, YUL, Montreal, 45.4706001282, -73.7407989502, YPA, Prince Albert, 53.214199066199996, -105.672996521, 5, 05:39, 09:30, 81, 
CA1278, YUL-YCG, 3285, YUL, Montreal, 45.4706001282, -73.7407989502, YCG, Castlegar, 49.2963981628, -117.632003784, 4, 18:50, 00:10, 110, 
CA1897, YYF-YCY, 3502, YYF, Penticton, 49.46310043334961, -119.60199737548828, YCY, Clyde River, 70.4860992432, -68.5167007446, 4, 11:10, 16:58, 110, 
CA1388, YUL-CXH, 3675, YUL, Montreal, 45.4706001282, -73.7407989502, CXH, Vancouver, 49.2943992615, -123.111000061, 7, 13:15, 19:24, 81, 
CA1189, YRM-YMT, 2798, YRM, Rocky Mountain House, 52.4296989441, -114.903999329, YMT, Chibougamau, 49.77190017700195, -74.5280990600586, 7, 09:36, 14:46, 232, 
CA1142, YQX-YQB, 1275, YQX, Gander, 48.9369010925293, -54.56809997558594, YQB, Quebec, 46.7911, -71.393303, 4, 05:23, 07:39, 110, 
CA2645, YRL-SUR, 403, YRL, Red Lake, 51.066898345947266, -93.79309844970703, SUR, Summer Beaver, 52.70859909057617, -88.54190063476562, 3, 22:52, 23:37, 81, 
CA1947, YYY-YJN, 532, YYY, Mont Joli, 48.60860061645508, -68.20809936523438, YJN, St. Jean, 45.29439926147461, -73.28109741210938, 4, 14:41, 15:36, 110, 
CA1918, YYL-YGP, 2582, YYL, Lynn Lake, 56.86389923095703, -101.07599639892578, YGP, Gaspe, 48.7752990723, -64.4785995483, 2, 14:57, 19:10, 232, 
CA3036, YAB-YEK, 1378, YAB, Arctic Bay, 73.0058922479, -85.0325489044, YEK, Eskimo Point, 61.0942001343, -94.07080078119999, 3, 21:54, 00:23, 145, 
CA2398, YFH-YFR, 1895, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, YFR, Fort Resolution, 61.1808013916, -113.690002441, 4, 10:56, 14:08, 232, 
CA2093, YYZ-YSP, 764, YYZ, Toronto, 43.6772003174, -79.63059997559999, YSP, Marathon, 48.75529861450195, -86.34439849853516, 4, 16:19, 17:35, 110, 
CA2415, YGB-ZFN, 1693, YGB, Texada, 49.69419860839844, -124.51799774169922, ZFN, Tulita, 64.909697, -125.572998, 4, 23:26, 02:19, 232, 
CA1090, YQH-YYH, 1928, YQH, Watson Lake, 60.11640167236328, -128.82200622558594, YYH, Spence Bay, 69.5466995239, -93.5766983032, 7, 06:03, 09:18, 232, 
CA69, YCL-YGV, 322, YCL, Charlo, 47.990799, -66.330299, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, 4, 18:50, 19:35, 110, 
CA3144, YLK-YEG, 2643, YLK, Barrie-Orillia, 44.4852981567, -79.55560302730001, YEG, Edmonton, 53.309700012200004, -113.580001831, 6, 10:47, 15:19, 110, 
CA2412, YGB-YUT, 2848, YGB, Texada, 49.69419860839844, -124.51799774169922, YUT, Repulse Bay, 66.5214004517, -86.22470092770001, 3, 05:41, 10:57, 145, 
CA2827, YTM-YHM, 543, YTM, Mont-Tremblant, 46.409400939899996, -74.7799987793, YHM, Hamilton, 43.173599243199995, -79.93499755859999, 2, 12:54, 13:47, 110, 
CA2795, QBC-YFO, 1657, QBC, Bella Coola, 52.387501, -126.596001, YFO, Flin Flon, 54.6781005859375, -101.68199920654297, 3, 19:57, 22:34, 232, 
CA2949, YGG-YHP, 2086, YGG, Ganges, 48.8545, -123.4969, YHP, Poplar Hill, 52.1133, -94.2556, 7, 19:06, 22:52, 81, 
CA2496, YHR-YHT, 4717, YHR, Chevery, 50.46889877319336, -59.63669967651367, YHT, Haines Junction, 60.78919982910156, -137.54600524902344, 6, 06:12, 13:29, 110, 
CA2372, YBE-YVB, 3032, YBE, Uranium City, 59.5614013671875, -108.48100280761719, YVB, Bonaventure, 48.07109832763672, -65.46029663085938, 5, 23:13, 03:49, 110, 
CA126, YDN-YPW, 1728, YDN, Dauphin, 51.100799560546875, -100.052001953125, YPW, Powell River, 49.83420181274414, -124.5, 5, 15:45, 18:49, 81, 
CA1983, YYZ-YHZ, 1288, YYZ, Toronto, 43.6772003174, -79.63059997559999, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 06:18, 08:15, 232, 
CA1688, YXL-YQZ, 2123, YXL, Sioux Lookout, 50.11389923095703, -91.9052963256836, YQZ, Quesnel, 53.026100158691406, -122.51000213623047, 4, 21:20, 00:52, 232, 
CA1220, YSM-XRR, 1119, YSM, Fort Smith, 60.020301818847656, -111.96199798583984, XRR, Ross River, 61.9706001282, -132.42300415, 5, 18:24, 20:23, 232, 
CA992, YQB-YYC, 3105, YQB, Quebec, 46.7911, -71.393303, YYC, Calgary, 51.113899231, -114.019996643, 0, 09:48, 15:12, 110, 
CA2561, YMT-YYZ, 781, YMT, Chibougamau, 49.77190017700195, -74.5280990600586, YYZ, Toronto, 43.6772003174, -79.63059997559999, 7, 17:53, 19:08, 145, 
CA3016, YCC-ZGF, 3305, YCC, Cornwall, 45.09280014038086, -74.56330108642578, ZGF, Grand Forks, 49.01559829711914, -118.43099975585938, 1, 06:13, 11:26, 145, 
CA2256, YCK-YXS, 1473, YCK, Colville Lake, 67.0392, -126.08, YXS, Prince George, 53.8894004822, -122.679000854, 1, 12:08, 14:25, 232, 
CA594, YLW-YAM, 2588, YLW, Kelowna, 49.9561004639, -119.377998352, YAM, Sault Sainte Marie, 46.48500061035156, -84.5093994140625, 2, 21:23, 01:36, 110, 
CA1365, YUL-YYH, 2896, YUL, Montreal, 45.4706001282, -73.7407989502, YYH, Spence Bay, 69.5466995239, -93.5766983032, 7, 07:57, 12:26, 232, 
CA1241, YTE-YTH, 1499, YTE, Cape Dorset, 64.2300033569, -76.5267028809, YTH, Thompson, 55.80110168457031, -97.86419677734375, 2, 18:12, 20:51, 110, 
CA1647, YXC-YFR, 1293, YXC, Cranbrook, 49.610801696777, -115.78199768066, YFR, Fort Resolution, 61.1808013916, -113.690002441, 4, 09:16, 11:17, 81, 
CA475, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 05:37, 11:31, 110, 
CA2915, ZGR-YHZ, 2464, ZGR, Little Grand Rapids, 52.04560089111328, -95.4657974243164, YHZ, Halifax, 44.8807983398, -63.5085983276, 7, 09:09, 13:28, 232, 
CA2289, XBE-YVP, 1469, XBE, Bearskin Lake, 53.965599060058594, -91.0271987915039, YVP, Quujjuaq, 58.096099853515625, -68.4269027709961, 6, 09:34, 11:50, 145, 
CA526, YIB-YRL, 298, YIB, Atikokan, 48.7738990784, -91.6386032104, YRL, Red Lake, 51.066898345947266, -93.79309844970703, 4, 19:25, 20:10, 110, 
CA1181, YRJ-YFH, 1164, YRJ, Roberval, 48.52000045776367, -72.2656021118164, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, 2, 10:41, 12:27, 110, 
CA916, YQB-YGQ, 1195, YQB, Quebec, 46.7911, -71.393303, YGQ, Geraldton, 49.77830123901367, -86.93939971923828, 3, 17:39, 19:27, 81, 
CA1559, YVR-YYZ, 3346, YVR, Vancouver, 49.193901062, -123.183998108, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 08:53, 14:30, 81, 
CA779, YOW-YYZ, 363, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 09:25, 10:10, 232, 
CA3235, XRR-YPM, 2544, XRR, Ross River, 61.9706001282, -132.42300415, YPM, Pikangikum, 51.819698333740234, -93.97329711914062, 2, 11:50, 16:01, 232, 
CA1334, YUL-YVR, 3683, YUL, Montreal, 45.4706001282, -73.7407989502, YVR, Vancouver, 49.193901062, -123.183998108, 0, 10:26, 16:59, 81, 
CA1643, YWL-YPC, 1913, YWL, Williams Lake, 52.1831016541, -122.054000854, YPC, Paulatuk, 69.3608381154, -124.075469971, 3, 17:23, 20:20, 232, 
CA2405, YMN-YLT, 3053, YMN, Makkovik, 55.076900482177734, -59.1864013671875, YLT, Alert, 82.51779937740001, -62.2806015015, 2, 07:18, 12:27, 232, 
